timestamp,value,metric_name,device,instance,job
2025-07-05 07:43:06,1,node_network_up,veth3c485bde,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth4b72744a,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth5707b71a,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth5c62e424,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth60a9bd66,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth66f6a40b,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth6e98e30e,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth72dc6c35,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth7dd6dd53,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth880702ee,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:19:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:20:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:21:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:22:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:23:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:24:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:25:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:26:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:27:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:28:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:29:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:30:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:31:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:32:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:33:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:34:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:35:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:36:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:37:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:38:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:39:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:40:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:41:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:42:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:43:06,1,node_network_up,veth880702ee,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:32:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth89645ebe,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth8bda6f7d,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth8c02ed81,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:38:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:39:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:40:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:41:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:42:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:43:06,1,node_network_up,veth9982d107,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:18:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:19:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:20:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:21:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:22:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:23:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:24:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:25:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:26:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:27:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:28:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:29:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:30:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:31:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:32:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:33:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:34:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:35:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:36:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:37:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:38:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:39:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:40:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:41:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:42:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:43:06,1,node_network_up,veth9982d107,node-exporter.nimbusguard.svc:9100,prometheus.scrape.node_exporter
2025-07-05 07:18:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:19:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:20:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:21:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:22:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:23:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:24:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:25:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:26:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:27:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:28:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:29:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:30:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:31:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:32:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:33:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:34:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:35:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:36:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-05 07:37:06,1,node_network_up,vetha5f7121a,172.18.0.4:9100,prometheus.scrape.annotated_pods
